permalink	name	homepage_url	category_list	status	country_code	state_code	region	city	founded_at
/Organization/10X-Genomics	10X Genomics	http://10xgenomics.com	Biotechnology|Technology	operating	USA	CA	SF Bay Area	Pleasanton	01-01-2012
/Organization/10X-Technologies	10X Technologies	http://10xtechnologies.com	Biotechnology	operating	USA	CA	SF Bay Area	Oakland	01-01-2012
/Organization/10X10-Room	10X10 Room	http://10x10room.com	Software	operating	USA	MA	Boston	Lexington	01-01-2010
/Organization/10Â°North	10Â°North		Fashion	operating	CAN	ON	Toronto	Mississauga	05-01-2013
/Organization/11-Health	11 Health	http://www.11health.com	Health and Wellness	operating	GBR	H9	London	London	
/Organization/115-Network-Disks	115 network disks	http://www.115.com/	EdTech|Education	operating					
/Organization/117Go	117go	http://117go.com	Social Travel	operating	CHN	23	Shanghai	Shanghai	01-10-2011
/Organization/11I-Solutions	11i Solutions	http://www.11isolutions.com	Enterprise Software	closed	USA	AL	Huntsville	Huntsville	
/Organization/12-Labs	12 Labs	http://www.getapplause.com/	Health and Wellness|Personal Health	operating	USA	CA	SF Bay Area	Palo Alto	01-08-2014
/Organization/12-Star-Survival	12 Star Survival	http://www.12starsurvival.com	Sports	operating	DNK	21	DNK - Other	Vinding	17-07-2013
/Organization/120-Sports	120 Sports	http://www.120sports.com	Sports	operating	USA	IL	Chicago	Chicago	01-01-2013
/Organization/121-Rentals	121 Rentals		Real Estate	operating	USA	TX	TX - Other	Amarillo	12-04-2011
/Organization/121Cast	121cast	http://www.121cast.com	Audio|Mobile|Music	operating	AUS	7	Melbourne	Melbourne	01-02-2012
/Organization/121Nexus	121nexus	http://www.121nexus.com	Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology	operating	USA	RI	Providence	Providence	07-10-2011
/Organization/1234Enter	1234ENTER	http://www.1234enter.com.br	Advertising|Analytics|Business Services|E-Commerce|Education|Internet Marketing|Small and Medium Businesses	operating					01-01-2012
/Organization/123Contactform	123ContactForm	http://www.123contactform.com	E-Commerce|SaaS	operating	ROM	36	Timisoara	Timisoara	01-01-2008
/Organization/123Feng-Com	123Feng.Com	http://123feng.com/		operating	CHN	2	Hangzhou	Hangzhou	01-01-2014
/Organization/123Greetings	123Greetings	http://www.123greetings.com/	Internet	operating					01-05-1997
/Organization/123People	yelster digital gmbh (former 123people)	http://yelsterdigital.com	Local Search|Software|Web Design	acquired	AUT	9	Vienna	Vienna	01-01-2007
/Organization/1248	1248	http://1248.io/index.php/?page=index	Software	operating	GBR	C3	London	Cambridge	01-01-2013
/Organization/128-Technology	128 Technology	http://www.128technology.com/	Service Providers|Technology	operating	USA	MA	Boston	Burlington	07-07-2014
/Organization/12Bis	12Bis	http://12bis.com	Publishing|Services	operating	FRA	A8	Paris	Paris	01-01-2008
/Organization/12Cm	12cm	http://www.echoss.co.kr	Mobile|Service Providers|Software	operating	KOR	13	Bundangdong	Bundangdong	
/Organization/12Return	12Return	http://www.12return.com	Consumer Goods|Retail|SaaS|Software	operating	NLD	11	NLD - Other	Gorinchem	10-12-2010
/Organization/12Society	12Society	http://www.12Society.com	E-Commerce	acquired	USA	CA	Los Angeles	West Hollywood	01-01-2012
/Organization/1366-Technologies	1366 Technologies	http://www.1366tech.com	Manufacturing	operating	USA	MA	Boston	Bedford	01-01-2007
/Organization/139Shop	139shop	http://www.139shop.com	E-Commerce	operating	CHN				
/Organization/13Th-Lab	13th Lab	http://13thlab.com	Augmented Reality|Computer Vision|Games|iPad|Mobile	acquired	SWE	26	Stockholm	Stockholm	01-01-2010
/Organization/140-Proof	140 Proof	http://140proof.com	Advertising|Big Data Analytics|Interest Graph	operating	USA	CA	SF Bay Area	San Francisco	11-01-2010
/Organization/140Fire	140Fire	http://140fire.com	Advertising|Entertainment|Real Time|Social Media|Sports|Video	operating	USA	CA	Los Angeles	Santa Monica	01-01-2010
/Organization/1417	1417	http://1417power.com	Finance|Venture Capital	operating	USA	TN	Nashville	Brentwood	12-01-2012
/Organization/15Fen	15Fen	http://www.15fen.com/		operating	CHN	30	Guangzhou	Guangzhou	
/Organization/15Five	15Five	http://15five.com	Software	operating	USA	CA	SF Bay Area	San Francisco	01-05-2011
/Organization/15Minutesnow	15MinutesNOW	http://15minutesnow.com	Games	operating					19-04-2011
/Organization/15Shopstop	15ShopStop	http://15shopstop.com	Fashion	operating	USA	CA	Los Angeles	Los Angeles	17-11-2014
/Organization/16-Mile-Solutions	16 Mile Solutions		Software	operating	USA	WA	Seattle	Seattle	01-01-2006
/Organization/169-St	169 ST.	http://www.junebugreview.com	Entertainment|Games	closed	USA	FL	Orlando	Lake Mary	15-05-2009
/Organization/16Lab-Inc-	16Lab Inc.	http://16lab.net	Design|Development Platforms|Wearables	operating	JPN	19	JPN - Other	Kamakura	24-04-2013
/Organization/16Wifi	16WiFi		Public Transportation	operating	CHN	22	Beijing	Beijing	01-01-2011
/Organization/17-Media	17 Media	http://17.media		operating					15-07-2015
/Organization/170-Systems	170 Systems	http://www.170systems.com	Software	acquired	USA	MA	Boston	Bedford	01-01-1990
/Organization/17Hats	17hats	https://www.17hats.com	Internet	operating	USA	CA	Los Angeles	Los Angeles	01-01-2014
/Organization/17U-Cn	17u.cn	http://www.17u.cn	Travel	operating	CHN	4	Shanghai	Suzhou	01-01-2004
/Organization/17Zuoye	17zuoye	http://www.17zuoye.com/	Education|Language Learning	operating	USA	VA	VA - Other	Shanghai	01-01-2007
/Organization/1800Diapers	1800Diapers		Baby Accessories|Kids	operating					
/Organization/180Solutions	180Solutions		Advertising|Advertising Platforms|Promotional	closed	USA	WA	Seattle	Bellevue	
/Organization/1871	1871	http://www.1871.com	Designers|Internet|Non Profit|Startups	operating	USA	IL	Chicago	Chicago	
/Organization/19Pay	19pay	http://www.19pay.com.cn	Finance|FinTech	operating	CHN	22	Beijing	Beijing	01-01-2005
/Organization/1Bib	1bib	http://www.1bib.com	Cars|Curated Web	closed	CHN	30	Guangzhou	Guangzhou	01-01-2006
/Organization/1Bog	One Block Off the Grid (1BOG)	http://1bog.org	Clean Technology|Residential Solar	closed	USA	CA	SF Bay Area	San Francisco	01-11-2008
/Organization/1C-Company	1C Company	http://1c.ru/eng	Games|Software|Video Games	closed	RUS	48	Moscow	Moscow	01-01-1991
/Organization/1Calendar	1calendar	http://1calendar.com	Advertising|Education|Internet|Mobile	operating	DNK	17	Copenhagen	Copenhagen	19-01-2009
/Organization/1Cast	1Cast	http://www.1cast.com	Content|Lifestyle|News|Video	closed	USA	WA	Seattle	Kirkland	01-06-2006
/Organization/1Click	1CLICK	http://1click.io	Chat|Mobile	acquired	IND	19	Bangalore	Bangalore	01-11-2012
/Organization/1Cloudstar-Asia	1CloudStar	http://www.1CloudStar.com	Cloud Computing|Content|Digital Media|Enterprise Software|File Sharing|Search	operating	SGP		Singapore	Singapore	01-01-2012
/Organization/1Commmedical	1CommMedical	http://1commmedical.com	Health Care|Insurance|Medical	operating	USA	IA	Des Moines	Ankeny	01-01-2013
/Organization/1D4-Pty	1d4 Pty	http://www.immortaloutdoors.com	Geospatial|Maps|Outdoors	operating	NOR	2			
/Organization/1Day1Song	1Day1Song	http://1day1song.com/	Music Services	operating	KOR	11	Seoul	Seoul	01-12-2012
/Organization/1Daylater	1DayLater	http://1daylater.com	Curated Web|Tracking	closed	AUS	2	Sydney	Newcastle	26-08-2009
/Organization/1Daymakeover	1DayMakeover	http://www.1daymakeover.com	Cosmetics|E-Commerce|Fashion|Lifestyle|Personal Health|Shopping	closed	USA	CA	"Orange County, California"	Santa Ana	30-06-2008
/Organization/1Doc3	1doc3	http://www.1doc3.com	Health and Wellness|Health Care|Internet|SMS	operating	COL	34	Bogota	BogotÃ¡	01-11-2013
/Organization/1Docway	1DocWay	http://1docway.com	Doctors|Health Care|Health Care Information Technology|Video|Video Chat	acquired	USA	NY	New York City	New York	01-02-2011
/Organization/1Energy-Systems	1Energy Systems	http://1energysystems.com	Software	operating	USA	WA	Seattle	Seattle	01-01-2010
/Organization/1Eq	Babyscripts	http://www.getbabyscripts.com	Health and Wellness|Mobile Health	operating	USA	DC	"Washington, D.C."	Washington	08-03-2013
/Organization/1Jiajie	1jiajie	http://www.1jiajie.com	E-Commerce	operating	CHN	22	Beijing	Beijing	
/Organization/1Lay	1Lay	http://1lay.com	Mobile|Mobile Devices|Mobile Security|Security|Tablets	operating					18-07-2013
/Organization/1Life-Healthcare	1Life Healthcare	http://www.1life.com	Health and Wellness|Health Care|Services	operating	USA	CA	SF Bay Area	San Francisco	01-01-2002
/Organization/1Mind	1Mind	http://1mind.com	Social Media	operating	USA	NH	"Manchester, New Hampshire"	Hampton Falls	01-01-2011
/Organization/1Mpact-Revolution-Powering-Helpfreely-Org	1mpact Revolution - Powering Helpfreely.org	http://www.1mpactrevolution.com	Non Profit|Online Shopping|Social Fundraising	operating	ESP	53	Las Palmas De Gran Canaria	Las Palmas De Gran Canaria	01-09-2013
/Organization/1Mxians	1mxians	http://www.1mxian.com/		operating	CHN	22	Beijing	Beijing	01-01-2014
/Organization/1O1Media	1o1Media	http://www.1o1media.com	Content|Distribution|Film|Marketplaces|Monetization|Photography|Video|Video on Demand	operating					01-01-2012
/Organization/1Rebel	1Rebel	http://1rebelco.uk	Fitness	operating	GBR	H9	London	London	
/Organization/1Ring	1Ring	http://www.1ring.com	Advertising|Contests|Curated Web|Games|Mobile|Music|News|Sales and Marketing|Startups|Television	operating					01-05-2009
/Organization/1Rp-Media	1RP Media			operating	USA	CA	Los Angeles	Los Angeles	01-01-2011
/Organization/1Sdk	1SDK	http://www.1sdk.com	Mobile|Mobile Analytics|Predictive Analytics|SaaS	operating					25-01-2013
/Organization/1Spire	1spire	http://bitmado.com	Manufacturing	operating	USA	TX	Houston	Houston	01-10-2011
/Organization/1St-Choice-Lawn-Care	1st Choice Lawn Care		Landscaping|Services	operating	USA	LA	Shreveport	Bossier City	01-08-2012
/Organization/1St-Merchant-Funding	1st Merchant Funding	https://www.1stmerchantfunding.com/	Financial Services|FinTech	operating	USA	FL	Miami	Miami	01-01-2007
/Organization/1Stdibs	1stdibs	http://www.1stdibs.com	E-Commerce	operating	USA	NY	New York City	New York	01-01-2001
/Organization/1Stgig-Com	1stGig.com	http://www.1stgig.com	E-Commerce	operating	USA	NY	"Albany, New York"	Saratoga Springs	01-08-2009
/Organization/1V1-Draft-Gaems	1V1 DRAFT GAEMS	http://1V1GRAFTGAMES.COM		operating	USA	NC	Asheville	Asheville	19-09-2014
/Organization/1World-Online	1World Online	http://1worldonline.com	Analytics|Big Data|Enterprise Software|Market Research|Mobile|Software	operating	USA	CA	SF Bay Area	San Jose	01-12-2011
/Organization/2-Ladoshki	2 Ladoshki			operating					
/Organization/2-Minutes	2 Minutes	http://www.2minutes.fr	Games	operating	FRA	A8	Paris	Paris	01-10-2000
/Organization/2-Ngage-U	2NGageU	http://www.2ngageu.com	Consumers|Entertainment|Games|Internet|MMO Games|Mobile|Mobile Social|Social + Mobile + Local|Social Network Media|Women	operating	USA	VT	VT - Other	Williston	26-12-2011
/Organization/2-Observe	2-Observe	http://www.2-observe.be/	Design|Health and Wellness|Health Care|Hospitals|Medical Devices	operating	BEL	4	BEL - Other	FerriÃ¨res	01-01-2010
/Organization/2-Pro-Media-Group	2 Pro Media Group	http://www.2pro.hk	Digital Media|Marketing Automation|Media	operating					01-01-2011
/Organization/20-20-Gene-Systems-Inc	20/20 Gene Systems Inc.	http://2020gene.com	Biotechnology|Health Diagnostics	operating	USA	MD	"Washington, D.C."	Rockville	01-05-2000
/Organization/20-20-Mobile	20:20 Mobile	http://www.2020mobile.com	Mobile	operating	IRL	23	IRL - Other	Cree	01-09-2006
/Organization/2080-Media	2080 Media		News	operating	USA	GA	Atlanta	Atlanta	01-01-2008
/Organization/20Lines	20lines	http://20lines.com	Curated Web|Education|Parenting|Publishing	operating	ITA	20	Roncade	Roncade	01-01-2012
/Organization/20N	20n	http://20n.com/	Technology	operating	USA	CA	SF Bay Area	San Francisco	
/Organization/20X200	20x200	http://www.20x200.com	Art|E-Commerce|Social Commerce	operating	USA	NY	New York City	New York	01-09-2007
/Organization/2100B-Com-Llc	2100b Sausalito LLC.	http://2100b.com	Advertising|Direct Marketing|Social Media	closed	USA	CA	SF Bay Area	Sausalito	15-06-2011
/Organization/21Cake-Food-Co	21Cake Food Co.	http://www.21cake.com	Delivery|Hospitality|Manufacturing	operating	CHN	22	Beijing	Beijing	01-01-2004
/Organization/21Diamonds-India	21Diamonds	http://www.21diamonds.de	E-Commerce	operating	IND	10	New Delhi	Gurgaon	01-06-2012
/Organization/21E6	21 Inc	https://21.co	Big Data|Bitcoin|Hardware + Software|Technology	operating	USA	CA	SF Bay Area	San Francisco	01-05-2013
/Organization/21Grams	21GRAMS	http://www.21grams.se	Software	operating	SWE	26	Stockholm	Stockholm	
/Organization/21St-Century-Oncology	21st Century Oncology	http://21stcenturyoncology.com	Health and Wellness	operating	USA	FL	Fort Myers	Fort Myers	
/Organization/21Vianet	21viaNet	http://www.ch.21vianet.com	Software|Web Hosting	ipo	CHN	22	Beijing	Beijing	16-10-2009
/Organization/22Nd-Century-Group	22nd Century Group	http://www.xxiicentury.com	Biotechnology	ipo	USA	NY	NY - Other	Clarence	01-01-1998
/Organization/22Seeds	22seeds	http://www.22seeds.com	Android|Apps|Internet|iPhone|Mobile|Sales and Marketing|Software|Web Development|Web Tools	closed	ISR	5	Tel Aviv	Tel Aviv	01-01-2010
/Organization/2345-Com	2345.com	http://www.2345.com	Software	operating	CHN	23	Shanghai	Shanghai	01-09-2005
/Organization/2359-Media	2359 Media	http://www.2359media.com	Mobile	operating	SGP		Singapore	Singapore	01-02-2009
/Organization/23Andme	23andMe	http://23andme.com	Biotechnology|Search	operating	USA	CA	SF Bay Area	Mountain View	01-04-2006
/Organization/23Press	23press	http://www.23press.com	Blogging Platforms|Software	operating	CAN	ON	Toronto	Toronto	01-06-2011
/Organization/24-7-Card	24/7 Card	http://www.247card.com	Finance	closed	USA	CA	Los Angeles	Los Angeles	
/Organization/24-7-Customer	[24]7	http://247-inc.com	Customer Service|Predictive Analytics|Services|Software|Technology	operating	USA	CA	SF Bay Area	Campbell	01-04-2000
/Organization/24-Hour-Pro-Muscle-Gym	24 Hour Pro Muscle Gym	http://24hourpromusclegym.com	Sports	operating	USA	FL	Florida's Space Coast	Rockledge	15-07-2014
/Organization/24-Media-Network	24 Media Network	http://nyheter24.se	News	operating	SWE	26	Stockholm	Stockholm	
/Organization/24-Quan	24 Quan		Real Estate	operating					
/Organization/247-Learning-Private	24x7 Learning	http://www.24x7learning.com	EdTech|Education|Systems	operating	IND	19	Bangalore	Bangalore	01-01-2001
/Organization/247-Techies	247 Techies	http://www.247techies.com	Hardware + Software	operating	USA	NY	New York City	New York	
/Organization/248-Solidstate	248 SolidState		Computers|Software|Technology	operating	USA	CA	Los Angeles	Rolling Hills Estates	01-01-2007
/Organization/24Fab	24fab	https://www.24fab.com/		operating	ESP	29	Madrid	Madrid	
/Organization/24Fundraiser-Com	24Fundraiser.com	http://www.24Fundraiser.com	Non Profit|Social Fundraising	operating	USA	IL	Chicago	Willowbrook	01-08-2007
/Organization/24H00	24h00	http://www.boosket.com/	Advertising|E-Commerce|Marketing Automation	closed	FRA	A8	Paris	Paris	01-01-2006
/Organization/24I	24i	http://www.24i.com/	Internet	operating	NLD	7	Amsterdam	Amsterdam	01-01-2009
/Organization/24M-Technologies	24M Technologies	http://24-m.com	Clean Technology	operating	USA	MD	Salisbury	Cambridge	01-01-2010
/Organization/24Me	24me	http://www.twentyfour.me	Artificial Intelligence|Big Data|Marketplaces|Productivity	operating					01-01-2013
/Organization/24Med-Sp	24med Sp			closed					
/Organization/24Pagebooks	24PageBooks	http://24pagebooks.com	Software	closed	USA	NY	"Rochester, New York"	Rochester	01-01-2010
/Organization/24Symbols	24Symbols	http://www.24symbols.com	Software|Textbooks	operating	ESP	29	Madrid	Madrid	07-08-2010
/Organization/24Tidy	24tidy	http://24tidy.com	Services	operating	CHN				
/Organization/250Ok	250ok	http://250ok.com	Software	operating	USA	IN	Indianapolis	Indianapolis	01-01-2012
/Organization/25Eight	25eight	http://25eightsoftware.com	DIY|Electronics|Software	closed	USA	CA	SF Bay Area	San Francisco	
/Organization/265-Network	265 Network	http://www.265.com	Software	operating	CHN	22	Beijing	Beijing	01-01-2004
/Organization/27-Bards	27 bards	http://27bards.com	Software|Tourism	operating	USA	CA	SF Bay Area	Stanford	01-01-2011
/Organization/27-Perry	27 Perry	http://www.27perry.com	E-Commerce|Finance|Marketplaces	closed	USA	CO	Denver	Boulder	25-07-2012
/Organization/280-North	280 North	http://280north.com	Presentations|Software	acquired	USA	CA	SF Bay Area	San Francisco	
/Organization/28Msec	28msec	http://www.28msec.com	Cloud Computing|Databases|Software|Web Development	operating	USA	CA	SF Bay Area	Palo Alto	01-01-2008
/Organization/29West	29West	http://www.informatica.com/us/products/messaging/#fbid=UCXENH4s-Pb		acquired					
/Organization/2Adpro-Media-Solutions	2AdPro Media Solutions	http://www.2adpro.com	Ad Targeting|Advertising|Advertising Platforms|Design|Digital Media|Marketing Automation|Mobile Advertising|SaaS|Web Design	operating	USA	CA	Los Angeles	Woodland Hills	01-09-2006
/Organization/2B-Angels	2B Angels	http://www.2b-angels.com		operating	ISR	5	Tel Aviv	Tel Aviv	01-01-2009
/Organization/2C2P	2C2P	http://www.2c2p.com	E-Commerce|Mobile Commerce|Payments|Software	operating	SGP				01-01-2003
/Organization/2Can	2can	http://2can.ru	Credit Cards|Mobile	operating	RUS	48	Moscow	Moscow	12-04-2012
/Organization/2Catalyze	2Catalyze		Software	operating	CAN	ON	Toronto	Toronto	01-01-2008
/Organization/2Checkout-Com	2Checkout	http://www.2checkout.com	E-Commerce	operating	USA	OH	"Columbus, Ohio"	Columbus	01-01-1999
/Organization/2Code-Online	2CODE Online	http://www.2codeonline.com	Internet|Software|Web Development	operating					01-10-2008
/Organization/2Crisk	2CRisk	http://www.2crisk.com.au	Software	operating	AUS	4	Brisbane	Brisbane	01-07-2010
/Organization/2D2C	2d2c	http://www.2d2c.com	Hardware + Software	operating	USA	IL	Chicago	Lincolnshire	
/Organization/2Degreesmobile	2degreesmobile	http://www.2degreesmobile.co.nz/home	Mobile	operating	NZL	E7	Auckland	Auckland	01-01-2009
/Organization/2Dheat	2DHeat	http://www.2dheat.com/	Clean Technology	operating	GBR	P2	Warrington	Warrington	
/Organization/2Duche	2Duche	http://www.2duche.com	E-Commerce	operating	CHN	23	Shanghai	Shanghai	
/Organization/2Go-Software-Solutions	2GO Mobile Solutions	http://www.2gosoftware.com	Software	operating	USA	TX	Dallas	Plano	01-01-2008
/Organization/2Heuresavant	2heuresavant	http://www.2heuresavant.com/spectacles	Discounts|Entertainment|Internet|Ticketing	operating	FRA	A8	Paris	Paris	01-01-2010
/Organization/2Houses	2houses	http://www.2houses.com	Curated Web	operating	BEL	1	Brussels	Bel	01-05-2011
/Organization/2Lemetry	2lemetry	http://2lemetry.com	Internet of Things|M2M|Software	acquired	USA	CO	Denver	Denver	01-09-2011
/Organization/2Mee	2mee		Content|Software|Sports	closed					
/Organization/2Morrow-Mobile	2Morrow Inc	http://www.2morrowinc.com	Application Platforms|Health and Wellness|Mobile|Mobile Health|Software	operating	USA	WA	Seattle	Kirkland	01-01-2012
/Organization/2Nd-Chance-Solutions	2nd Chance Solutions		Health and Wellness	operating	USA	IL	Chicago	Lockport	31-01-2015
/Organization/2Nd-Screen-Games	2nd Screen Games	http://www.2ndsg.com		closed	USA	CA	SF Bay Area	San Francisco	
/Organization/2Nd-Story-Software-Inc	"2nd Story Software, Inc."	http://www.taxact.com	Software	acquired	USA	IA	Cedar Rapids	Cedar Rapids	15-02-1998
/Organization/2Nd-Watch	2nd Watch	http://2ndwatch.com	Cloud Infrastructure|Corporate IT|Enterprise Software	operating	USA	WA	Seattle	Seattle	01-01-2010
/Organization/2Ndnature	2NDNATURE	http://www.2ndnaturellc.com	Landscaping|Natural Resources	operating	USA	CA	SF Bay Area	Santa Cruz	01-01-2004
/Organization/2Nite2Nite-Net	2Nite2Nite.net	http://www.2nite2nite.net	Advertising|Media	operating	USA	CA	Sacramento	Elk Grove	13-09-2013
/Organization/2Pm-Technologies	2pm Technologies		SaaS|Technology|Telecommunications	closed	IRL	10	IRL - Other	Ballinasloe	23-11-1999
/Organization/2Redbeans	2RedBeans	http://www.2redbeans.com/en	Curated Web|Online Dating|Social Network Media	operating	USA	CA	SF Bay Area	Dublin	01-08-2010
/Organization/2Sms	2sms	http://2sms.com	Messaging	operating	USA	IL	Chicago	Schaumburg	
/Organization/2Theloo	2theloo	http://www.2theloo.com	Hospitality	operating					17-02-2011
/Organization/2Threads	2threads	http://www.2threads.com	Art|Beauty|Fashion|Lifestyle|Music|Social Media|Social Network Media	operating	AUS	2	Sydney	Sydney	01-05-2004
/Organization/2U	2U Inc.	http://2u.com	EdTech|Education|Software	ipo	USA	MD	MD - Other	Hyattsville	01-01-2008
/Organization/2Vancouver	2Vancouver	http://2vancouver.com	E-Commerce|Navigation|Tourism	operating	CAN	BC	Vancouver	Vancouver	25-01-2012
/Organization/2Web-Technologies	2Web Technologies		Software	acquired					
/Organization/2Win-Solutions	2Win-Solutions	http://www.TicTacDo.com	Collaboration|Networking|Project Management|SaaS|Software|Task Management	closed	ISR	2	Tel Aviv	Ra'anana	
/Organization/2Wire	2Wire	http://www.2wire.com	Curated Web	acquired	USA	CA	SF Bay Area	San Jose	
/Organization/3-Day-Blinds	3 day Blinds	http://www.3dayblinds.com	Interior Design|Retail|Services	acquired	USA	CA	Anaheim	Irvine	01-01-1984
/Organization/3-Four-5-Group	3 Four 5 Group	http://beegreenenergyllc.com/	Energy|Energy Efficiency|Solar	operating	USA	NV	Las Vegas	Las Vegas	04-12-2012
/Organization/3-Kinds-Of-Ice	3 Kinds of Ice	http://www.3kindsofice.com		closed	GBR	H9	London	London	10-01-2015
/Organization/3-Minute	3 Minute	http://3minute-inc.com/	Internet	operating	JPN	40	Tokyo	Tokyo	
/Organization/3-V-Biosciences	3-V Biosciences	http://www.3vbio.com	Biotechnology	operating	USA	CA	SF Bay Area	Menlo Park	01-03-2007
/Organization/30-Second-Showcase	30 Second Showcase	http://www.30secondshowcase.com	Apps|Creative|Design|Finance|Mobile|Photography|Software	operating	USA	NJ	Newark	Clifton	01-04-2013
/Organization/303-Luxury-Car-Service	303 Luxury Car Service	http://www.303luxurycarservice.com/	Transportation	operating	USA	CO	Denver	Denver	16-09-2013
